cgpa,tenth_percent,twelfth_percent,backlogs,internships,projects,certifications,communication_skill,coding_skill,aptitude_score,technical_skill_score,extracurricular,ats_score,academic_score,experience_score,skill_score,placed
9.65,88.3,42.4,1,1,2,2,5,3,46.7,43.4,0,66.1,0.8095,0.3667,0.4102,1
8.3,70.3,57.1,1,1,3,1,5,3,62.3,57.7,0,54.4,0.7333,0.3867,0.4568,1
8.27,94.7,69.6,0,1,2,1,5,5,65.0,32.1,0,43.8,0.824,0.3267,0.5451,1
7.23,70.9,88.5,1,3,2,1,8,4,24.4,62.2,1,30.4,0.76,0.66,0.4731,1
6.96,71.6,75.2,1,0,1,2,5,4,44.3,49.1,0,45.5,0.715,0.14,0.4429,0
6.97,79.7,57.0,1,0,4,4,5,10,56.4,78.6,2,25.2,0.6902,0.4,0.7192,1
7.63,45.0,87.9,1,2,1,0,4,3,65.9,60.4,1,60.4,0.7137,0.3933,0.4377,0
8.74,74.5,50.4,0,1,0,0,6,7,60.3,52.4,1,26.1,0.7492,0.1667,0.6409,1
7.4,71.4,71.4,0,0,1,2,3,4,72.8,51.1,4,48.6,0.7271,0.14,0.4684,0
6.2,89.8,74.3,0,0,5,2,7,1,32.6,22.1,1,68.1,0.7203,0.38,0.3478,0
8.11,83.6,56.5,0,1,4,1,2,5,65.5,52.9,0,50.6,0.7556,0.4467,0.4564,1
8.21,58.4,77.1,0,1,1,2,3,7,94.9,51.5,1,53.9,0.7493,0.3067,0.6548,1
7.92,86.9,61.3,0,1,0,3,2,6,58.9,55.9,1,63.0,0.7666,0.2867,0.4766,1
8.02,68.9,77.0,1,0,3,1,6,5,59.6,51.8,1,64.2,0.7657,0.22,0.5588,0
6.9,61.1,44.1,0,0,1,1,4,5,67.3,79.3,1,73.7,0.6082,0.1,0.522,0
6.18,74.4,72.4,2,1,0,0,6,4,48.2,50.4,1,65.1,0.6757,0.1667,0.4846,0
6.24,69.6,62.6,1,0,2,4,3,6,41.0,40.7,1,61.4,0.6428,0.28,0.4529,0
5.4,90.5,82.9,0,1,2,3,6,4,59.0,26.7,3,19.7,0.7036,0.4067,0.5171,1
7.46,76.1,67.4,1,1,2,2,6,3,28.2,47.4,1,59.3,0.7318,0.3667,0.3847,0
7.11,74.5,84.2,0,0,2,5,5,5,65.1,37.2,1,84.9,0.7522,0.32,0.5454,1
6.72,82.8,74.6,3,1,3,1,5,4,68.2,32.9,2,66.7,0.7293,0.3867,0.5145,0
4.0,85.1,66.3,3,0,2,2,5,7,29.1,49.7,1,72.5,0.5786,0.2,0.5174,0
5.83,81.4,78.2,2,1,0,3,3,5,60.9,74.4,0,42.9,0.6905,0.2867,0.4728,0
8.43,89.0,78.3,1,1,0,3,3,3,54.1,70.9,1,53.8,0.84,0.2867,0.3723,0
6.47,79.3,74.1,2,1,3,2,6,2,84.6,33.2,1,65.2,0.707,0.4267,0.5138,0
7.6,74.0,40.0,1,2,1,0,4,3,81.6,55.6,3,63.0,0.6649,0.3933,0.4847,0
5.67,86.9,55.2,2,0,2,0,6,9,73.1,62.2,3,69.2,0.6388,0.12,0.7594,1
8.78,70.9,86.0,0,2,1,0,8,4,79.8,64.9,2,34.6,0.8314,0.3933,0.6394,1
7.04,72.4,51.7,2,0,1,3,4,6,51.4,82.3,1,40.7,0.6623,0.18,0.5143,0
7.52,92.7,79.5,1,3,2,1,4,2,62.7,35.1,0,31.7,0.8063,0.66,0.388,1
9.76,91.5,77.2,0,0,1,2,4,2,53.5,39.9,1,59.7,0.9095,0.14,0.3604,1
8.87,71.9,58.6,4,1,2,0,5,4,40.1,43.7,1,51.6,0.7696,0.2867,0.4302,0
6.86,66.6,42.1,1,0,2,1,6,8,59.5,61.2,4,51.5,0.6147,0.16,0.6785,1
6.55,89.6,60.6,2,0,3,1,5,2,56.5,20.0,0,42.7,0.7028,0.22,0.3995,0
6.84,81.6,95.0,0,0,2,2,9,3,54.4,51.1,1,39.8,0.7836,0.2,0.5531,1
7.76,75.8,56.8,1,0,1,1,6,6,56.9,24.7,1,55.0,0.7195,0.1,0.5908,0
7.08,68.1,57.7,1,0,3,0,6,8,59.1,55.0,2,74.9,0.6687,0.18,0.6773,1
6.77,76.0,55.0,0,0,4,0,5,5,74.0,90.2,1,83.2,0.6658,0.24,0.5719,0
8.81,71.7,83.8,1,1,1,4,7,6,47.5,70.3,0,83.3,0.8295,0.3867,0.5924,1
7.07,64.0,64.8,1,1,2,2,5,3,35.0,34.2,2,46.6,0.6759,0.3667,0.3749,0
9.73,73.5,59.9,0,0,2,2,4,2,70.2,47.9,1,33.7,0.82,0.2,0.4106,1
7.3,75.2,86.4,1,2,2,4,7,2,73.4,39.9,1,70.9,0.7689,0.6133,0.5103,1
9.16,67.5,75.5,0,1,0,2,5,3,64.4,77.0,0,77.9,0.8158,0.2467,0.4633,1
7.59,82.8,56.0,2,0,0,2,5,5,37.5,20.0,1,62.5,0.7269,0.08,0.4625,0
8.26,87.5,52.1,2,0,1,2,7,2,55.6,47.5,1,54.6,0.7619,0.14,0.4569,0
6.4,83.6,83.1,0,1,0,0,5,5,63.1,43.2,0,43.7,0.7369,0.1667,0.5394,1
6.26,68.7,68.2,0,1,2,1,5,4,38.8,35.1,1,65.9,0.6553,0.3267,0.4263,1
7.71,81.1,47.9,0,2,3,3,4,3,44.2,83.2,3,65.4,0.7076,0.6333,0.3727,1
8.29,72.9,44.8,0,1,2,1,7,6,55.4,28.4,0,60.1,0.7088,0.3267,0.6161,0
7.24,57.2,53.5,2,3,2,1,4,3,79.3,34.7,0,35.1,0.6389,0.66,0.4779,0
5.78,80.1,51.9,0,1,1,3,5,7,62.1,82.1,1,37.1,0.6191,0.3467,0.6162,1
5.7,73.8,41.4,0,3,2,0,6,6,47.7,53.3,1,53.3,0.5731,0.62,0.5631,1
5.63,100.0,53.7,0,1,3,2,6,3,54.4,52.0,2,73.8,0.6658,0.4267,0.4631,1
5.26,89.5,56.1,1,1,3,2,7,7,46.0,44.4,2,71.4,0.6266,0.4267,0.628,0
7.32,80.5,62.0,2,1,2,1,5,2,50.6,55.0,1,47.8,0.7223,0.3267,0.3818,0
8.44,75.0,90.0,0,1,2,0,7,7,71.0,47.7,4,22.1,0.8344,0.2867,0.703,1
7.19,74.0,64.5,0,0,1,1,5,5,23.4,42.5,1,79.0,0.7055,0.1,0.4203,0
4.71,60.0,65.8,0,0,5,3,6,1,81.7,31.2,2,77.3,0.5501,0.42,0.465,1
6.99,51.1,74.6,0,0,1,3,5,2,97.4,55.7,2,57.2,0.6639,0.18,0.5222,1
7.02,61.5,64.9,0,0,1,3,9,4,60.9,44.9,0,47.3,0.6672,0.18,0.6128,1
9.51,71.4,73.2,1,2,2,0,4,6,43.0,47.0,0,49.5,0.8369,0.4533,0.4891,1
5.6,46.7,71.6,0,1,0,1,5,4,78.9,66.2,4,71.8,0.5758,0.2067,0.5468,0
6.77,65.5,69.6,0,0,1,2,5,4,63.0,46.4,1,64.7,0.6762,0.14,0.499,0
9.08,69.0,100.0,1,0,4,2,5,5,48.5,53.1,2,47.3,0.8764,0.32,0.4956,1
7.69,69.4,79.8,1,0,0,0,6,1,40.5,83.5,0,94.6,0.7579,0.0,0.3415,0
7.82,64.1,53.9,0,2,1,0,7,6,50.7,61.5,2,27.5,0.686,0.3933,0.6021,1
7.33,67.9,72.8,0,2,1,0,5,7,61.5,45.8,1,44.2,0.7181,0.3933,0.6144,1
7.56,92.7,57.7,1,0,1,1,5,6,74.1,36.3,1,44.6,0.7541,0.1,0.6124,0
8.06,79.9,73.8,0,0,4,2,5,4,63.1,52.7,0,56.9,0.7871,0.32,0.4993,1
6.31,65.3,50.1,2,3,3,4,4,3,66.2,68.4,0,75.4,0.604,0.84,0.4385,0
8.17,71.2,53.6,2,1,4,0,5,2,52.0,45.0,2,69.9,0.7202,0.4067,0.386,0
5.69,71.7,72.5,2,2,3,2,5,2,73.4,54.3,1,57.3,0.6448,0.5933,0.4502,0
7.56,62.8,81.0,0,0,2,1,7,9,54.3,44.5,2,31.1,0.7374,0.16,0.7328,1
7.4,62.8,74.5,0,0,2,1,3,4,91.1,48.1,0,72.2,0.7131,0.16,0.5233,1
6.52,84.1,79.1,2,1,2,0,8,6,46.3,33.3,1,34.6,0.7342,0.2867,0.6188,0
7.18,67.0,72.9,0,0,2,1,5,6,65.1,58.6,3,47.8,0.7083,0.16,0.5853,1
6.52,58.9,70.2,0,2,3,1,5,5,97.4,56.4,1,53.6,0.6485,0.5533,0.6422,1
6.02,71.5,61.5,1,1,2,2,3,3,76.8,79.0,2,40.5,0.6334,0.3667,0.4403,0
6.81,73.4,78.6,0,0,2,2,6,6,71.4,55.7,0,40.1,0.7205,0.2,0.6343,1
5.99,48.3,81.3,1,1,2,2,3,2,63.3,41.8,1,71.0,0.6234,0.3667,0.36,0
7.56,71.5,67.2,3,1,1,2,6,6,59.0,78.6,2,81.2,0.7245,0.3067,0.5969,0
5.93,82.4,66.5,1,2,2,1,5,2,54.9,60.1,0,53.7,0.669,0.4933,0.3946,0
7.98,77.4,88.7,0,0,2,1,4,4,47.9,57.1,0,23.0,0.8144,0.16,0.4237,1
5.9,98.8,67.7,3,1,2,0,1,4,30.4,53.6,0,60.0,0.7112,0.2867,0.2811,0
6.58,87.0,69.0,1,0,2,0,9,7,69.5,56.4,4,42.5,0.7188,0.12,0.7586,0
6.51,89.4,74.3,0,2,3,1,3,1,30.3,39.2,3,61.5,0.7349,0.5533,0.2209,1
8.66,100.0,66.7,1,1,3,5,5,9,69.7,52.4,0,60.3,0.8497,0.5467,0.7192,1
7.56,81.1,57.3,0,0,1,5,4,3,52.4,50.1,2,21.1,0.7242,0.26,0.3973,1
6.97,74.0,72.9,0,1,2,3,7,4,40.8,59.9,1,48.0,0.7155,0.4067,0.4924,1
7.75,83.7,67.5,1,1,0,2,4,5,83.3,72.8,4,66.1,0.7654,0.2467,0.5699,1
4.88,65.3,91.9,0,1,1,2,4,5,31.9,70.2,1,53.3,0.6372,0.3067,0.4157,1
7.15,73.3,78.2,0,0,1,2,6,6,46.0,62.5,0,35.3,0.7365,0.14,0.558,0
9.4,64.2,60.3,1,1,3,2,3,6,47.7,24.5,3,66.8,0.7811,0.4267,0.4731,1
7.35,76.8,77.5,0,2,3,1,4,9,60.7,46.4,3,25.0,0.7529,0.5533,0.6621,1
7.27,64.2,72.0,0,0,1,5,6,6,47.0,22.8,1,59.2,0.7042,0.26,0.5609,1
7.8,63.8,85.0,0,0,3,3,8,4,84.3,72.2,1,45.3,0.7621,0.3,0.6529,1
8.19,77.0,61.2,1,2,2,1,3,3,33.3,51.7,2,62.8,0.7546,0.4933,0.31,1
5.0,70.3,70.5,2,1,3,2,4,3,100.0,51.3,0,50.9,0.6021,0.4267,0.54,0
5.35,48.9,66.7,0,1,2,3,6,7,38.9,42.1,2,63.8,0.5564,0.4067,0.5768,1
7.43,54.5,68.8,1,2,3,4,1,8,100.0,75.3,3,79.5,0.6798,0.6733,0.65,1
6.41,58.2,56.5,0,0,2,1,7,7,77.7,55.5,0,67.5,0.6075,0.16,0.723,1
8.64,61.4,75.5,0,2,0,1,3,1,56.0,51.8,0,67.2,0.7744,0.3733,0.298,1
6.85,77.0,73.4,0,1,1,1,4,1,62.1,55.9,0,65.5,0.7187,0.2667,0.3462,1
5.07,74.6,84.7,0,0,2,1,5,4,51.2,57.2,4,24.1,0.6519,0.16,0.4635,0
5.81,84.8,67.9,0,3,4,1,5,4,64.2,51.5,2,56.4,0.6719,0.78,0.5027,1
4.18,81.0,62.6,1,1,2,0,3,5,44.7,75.3,1,59.9,0.568,0.2867,0.4242,0
6.94,84.9,78.3,1,0,3,1,8,7,70.8,75.1,3,65.0,0.7549,0.22,0.7323,1
6.99,79.3,57.7,4,2,0,1,1,7,61.3,55.4,3,53.5,0.6921,0.3733,0.4938,0
6.73,74.5,82.1,3,2,3,3,3,5,40.2,40.6,3,67.9,0.7282,0.6333,0.4106,0
8.39,85.2,82.1,0,2,3,2,4,1,65.7,59.4,1,37.7,0.8375,0.5933,0.3571,1
8.52,83.0,84.3,0,0,2,1,3,2,64.6,43.7,2,90.9,0.8444,0.16,0.3637,1
7.01,76.5,72.9,0,0,2,1,7,5,45.1,78.1,0,65.0,0.7242,0.16,0.5453,1
4.85,87.3,61.7,0,1,0,3,2,5,50.3,80.5,0,38.4,0.6149,0.2867,0.4109,0
7.88,45.0,69.4,2,2,1,1,8,2,67.2,66.0,1,79.4,0.68,0.4333,0.5217,1
7.81,68.5,72.9,0,0,0,2,4,6,77.6,34.1,0,34.9,0.7442,0.08,0.5929,1
7.54,68.3,60.7,0,1,3,0,3,1,55.4,45.9,0,55.2,0.6996,0.3467,0.2963,1
8.28,85.8,85.3,0,0,3,0,1,1,74.8,50.4,0,57.1,0.8419,0.18,0.2943,0
5.92,90.9,75.5,2,1,1,4,5,3,79.0,39.5,1,47.6,0.7119,0.3867,0.507,0
9.41,54.6,56.4,0,1,4,1,4,7,81.5,48.7,1,52.8,0.748,0.4467,0.6444,1
6.14,88.9,92.5,1,0,3,1,5,8,65.5,57.8,3,56.1,0.7608,0.22,0.6665,0
8.02,57.9,69.3,0,1,2,0,4,1,41.8,62.8,1,35.7,0.7192,0.2867,0.2853,0
5.34,58.3,53.8,0,1,5,2,7,1,74.0,75.7,1,59.9,0.5474,0.5467,0.4721,1
6.18,69.2,57.2,0,1,3,2,5,6,54.6,53.5,2,55.1,0.6248,0.4267,0.5537,1
8.87,68.2,87.3,1,2,1,2,4,4,67.1,48.7,2,90.0,0.8322,0.4733,0.4814,1
6.91,53.3,91.7,1,0,4,3,7,7,46.7,31.9,1,81.7,0.7082,0.36,0.63,1
8.12,79.8,81.1,0,0,2,1,5,6,47.2,59.7,2,41.8,0.8085,0.16,0.5316,1
7.46,80.2,85.2,0,1,1,1,6,6,45.4,46.1,3,52.5,0.7863,0.2667,0.5561,1
7.08,84.6,83.8,0,1,1,4,7,3,34.2,50.3,2,42.5,0.7754,0.3867,0.4325,1
8.7,66.8,75.2,0,0,2,1,4,5,47.4,44.2,1,50.4,0.7901,0.16,0.4623,0
6.94,71.5,72.3,0,3,5,3,5,9,39.4,44.7,2,70.5,0.7065,0.92,0.6282,1
5.24,71.6,75.0,0,0,2,2,7,5,68.2,66.0,2,53.2,0.6287,0.2,0.6146,0
6.32,92.3,77.6,1,0,2,0,1,4,38.8,52.9,0,46.0,0.7404,0.12,0.3065,0
7.81,45.0,58.4,2,2,1,4,5,4,46.0,80.4,2,65.9,0.6487,0.5533,0.4479,1
7.64,60.5,77.5,1,2,3,1,5,1,58.1,34.8,0,20.1,0.7268,0.5533,0.3642,1
5.48,72.1,87.0,1,1,1,2,6,2,90.6,75.1,0,48.0,0.6714,0.3067,0.5319,0
6.4,59.0,65.3,4,0,2,1,4,3,45.5,45.5,0,79.7,0.6309,0.16,0.3766,0
6.56,68.9,63.9,3,0,2,2,7,1,33.1,52.9,0,80.5,0.6601,0.2,0.3494,0
6.8,70.5,74.2,0,0,0,2,4,1,34.4,62.3,0,78.5,0.7016,0.08,0.2632,0
5.69,64.1,59.6,0,1,4,1,4,1,42.5,71.3,3,32.8,0.5935,0.4467,0.2875,1
6.51,72.8,50.9,0,1,5,5,4,3,46.2,72.0,0,32.7,0.6346,0.6667,0.3785,1
6.4,79.5,82.9,2,0,2,0,7,6,99.5,71.6,0,46.1,0.7261,0.12,0.7484,0
8.05,69.2,62.1,0,1,3,1,1,4,75.4,50.3,2,55.2,0.7307,0.3867,0.4162,1
8.09,66.6,68.2,0,1,3,0,8,4,52.3,84.7,1,41.8,0.7415,0.3467,0.557,1
7.04,70.0,60.1,0,0,1,2,8,6,91.4,64.3,1,24.7,0.6772,0.14,0.7541,1
6.77,71.9,84.6,1,0,0,1,4,8,47.0,20.0,3,71.7,0.7297,0.04,0.5809,0
7.35,51.1,79.1,1,2,2,2,7,9,50.6,54.9,2,68.7,0.6932,0.5333,0.7218,1
6.3,77.5,64.9,1,0,2,2,5,5,49.5,47.8,2,44.4,0.6711,0.2,0.4986,0
5.94,66.6,52.7,1,0,2,3,8,4,76.5,49.0,1,67.8,0.595,0.24,0.6294,0
6.17,87.1,63.5,2,0,2,4,7,4,56.7,65.1,1,72.0,0.6849,0.28,0.5402,1
6.5,79.1,75.4,0,1,3,3,9,6,85.1,59.5,2,15.0,0.7113,0.4667,0.7654,1
5.92,86.0,70.5,2,1,1,1,2,4,65.8,42.8,1,66.6,0.6872,0.2667,0.4174,0
7.38,59.9,69.4,1,1,1,2,5,4,74.4,79.9,0,53.9,0.6921,0.3067,0.5331,0
8.0,67.5,70.8,0,0,1,0,2,4,25.3,32.5,1,15.0,0.7459,0.06,0.2959,0
5.45,57.1,77.9,4,1,2,0,4,3,27.4,31.3,1,73.3,0.6101,0.2867,0.3222,0
7.23,63.5,67.5,3,0,3,1,9,1,28.0,35.9,0,56.4,0.6889,0.22,0.394,0
6.96,87.0,73.9,2,2,3,1,6,3,50.3,61.9,2,26.3,0.7501,0.5533,0.4509,1
7.58,89.8,55.2,2,3,2,2,7,7,30.3,60.6,2,62.2,0.7413,0.7,0.5809,1
7.19,58.2,100.0,0,1,2,1,6,7,80.3,40.5,0,58.3,0.7548,0.3267,0.701,1
5.6,66.5,64.3,0,0,1,2,6,6,54.4,44.2,1,64.7,0.6071,0.14,0.5832,0
5.81,71.1,70.6,0,1,2,4,4,4,69.1,54.3,1,20.2,0.6449,0.4467,0.4872,1
7.23,79.0,75.4,2,0,4,0,4,3,49.1,36.2,1,49.6,0.7476,0.24,0.3874,0
8.33,50.9,62.7,2,0,1,1,4,8,72.8,67.9,0,37.3,0.7004,0.1,0.6585,0
4.76,52.8,68.1,4,2,3,0,1,2,22.6,80.9,3,52.1,0.5404,0.5133,0.1779,0
7.58,77.9,67.9,2,0,0,0,5,5,57.1,51.3,0,24.4,0.7436,0.0,0.5214,0
8.51,48.6,56.1,1,0,1,5,5,8,67.0,60.2,2,34.9,0.6873,0.26,0.671,1
7.03,66.6,73.7,0,1,2,0,4,5,68.5,56.2,0,82.7,0.7024,0.2867,0.5256,1
7.81,73.9,46.6,0,1,3,1,5,4,52.3,77.6,2,75.9,0.6915,0.3867,0.4668,1
6.43,77.0,90.8,0,1,2,1,6,7,27.2,87.3,0,72.5,0.7408,0.3267,0.5416,1
7.07,70.3,78.3,1,0,3,1,7,5,76.2,48.2,2,81.5,0.725,0.22,0.6386,1
5.42,67.6,76.3,0,1,3,2,3,5,50.9,54.9,3,21.3,0.6306,0.4267,0.4428,0
4.62,82.1,45.4,2,0,2,5,4,8,52.5,68.9,3,54.0,0.55,0.32,0.5975,0
8.24,75.4,57.7,1,2,1,2,6,1,97.9,60.2,3,59.4,0.7447,0.4733,0.5138,1
6.12,64.2,86.1,0,0,2,1,6,5,59.7,38.8,1,48.0,0.6816,0.16,0.5592,1
6.7,72.5,100.0,2,0,2,2,7,3,48.7,23.6,1,21.5,0.7661,0.2,0.476,0
5.67,76.6,83.5,1,1,2,3,7,4,47.6,44.2,4,70.9,0.6841,0.4067,0.5127,1
5.65,92.6,81.5,1,0,2,1,9,5,69.6,59.9,3,66.1,0.7177,0.16,0.6788,1
7.01,81.4,74.8,0,1,2,2,4,3,43.2,47.6,1,43.8,0.7411,0.3667,0.3697,1
6.4,86.6,57.0,0,0,1,2,8,5,67.2,36.4,1,70.2,0.6788,0.14,0.6416,1
7.62,64.7,80.9,0,0,0,2,3,5,77.8,44.5,0,57.2,0.7448,0.08,0.5235,1
7.7,65.7,53.7,0,0,2,0,9,5,56.4,85.5,1,66.4,0.6834,0.12,0.6392,1
7.55,69.2,52.3,1,0,3,2,6,5,75.8,35.1,1,38.5,0.6812,0.26,0.6073,1
7.46,70.3,51.4,3,0,3,3,6,4,56.8,49.0,2,59.3,0.6774,0.3,0.5103,0
8.94,59.9,80.7,2,0,5,2,7,4,45.6,45.6,1,59.5,0.7982,0.38,0.5069,1
6.03,87.2,67.3,0,0,2,0,3,5,28.0,87.6,1,50.8,0.6874,0.12,0.3741,0
7.14,82.6,69.3,4,2,1,0,3,3,63.0,29.3,0,15.0,0.7368,0.3933,0.3989,0
8.45,68.3,67.8,0,1,2,2,5,7,63.3,41.0,0,58.1,0.7626,0.3667,0.62,1
8.59,79.7,53.4,0,0,3,2,6,4,75.7,55.4,2,59.3,0.7622,0.26,0.567,1
5.64,74.7,59.3,1,0,2,5,9,4,73.9,57.2,0,38.0,0.6167,0.32,0.6518,1
6.86,80.6,59.9,2,0,2,1,3,5,95.2,73.4,4,65.3,0.6943,0.16,0.5756,0
8.69,55.9,49.7,3,0,2,1,8,4,47.5,71.7,0,59.4,0.6987,0.16,0.5426,0
7.76,70.3,61.4,2,1,0,3,5,7,64.4,42.4,2,62.4,0.7172,0.2867,0.6232,0
7.41,71.3,53.9,0,0,1,2,4,6,45.6,59.7,0,48.2,0.6839,0.14,0.4969,0
6.96,79.5,75.5,0,3,1,2,5,5,74.7,51.4,1,24.2,0.7355,0.64,0.5742,1
6.78,64.5,76.6,0,1,2,2,4,6,41.3,46.6,2,24.6,0.6915,0.3667,0.4839,1
7.52,45.0,51.2,1,0,3,1,6,5,74.4,71.6,0,67.4,0.6163,0.22,0.6033,0
6.92,59.0,64.1,0,0,1,1,4,2,44.7,58.7,1,35.3,0.654,0.1,0.3342,0
7.15,71.3,92.1,0,0,0,0,2,6,71.8,81.5,2,40.6,0.7661,0.0,0.5154,1
7.29,72.8,55.3,0,0,3,1,5,1,79.7,62.4,0,70.1,0.6844,0.22,0.4291,1
6.45,92.2,73.5,1,1,3,2,6,1,30.0,70.1,1,16.5,0.7371,0.4267,0.3101,0
7.79,79.0,69.4,1,0,2,1,2,6,33.8,20.0,1,26.1,0.7602,0.16,0.4013,0
10.0,73.0,82.2,0,0,2,3,6,5,62.2,55.9,2,69.2,0.888,0.24,0.5667,1
5.25,71.6,71.8,0,0,2,1,7,5,60.3,61.7,1,56.5,0.6209,0.16,0.5909,0
7.56,85.3,62.4,1,1,2,2,8,7,52.7,63.3,1,19.1,0.7469,0.3667,0.6782,1
6.36,64.9,68.9,1,0,3,2,6,4,49.4,80.7,4,47.1,0.6527,0.26,0.4883,0
7.84,70.3,69.1,0,3,1,1,2,4,42.6,64.9,2,58.2,0.7402,0.6,0.3478,1
7.25,58.9,66.8,0,0,4,2,6,6,64.0,33.8,0,35.2,0.6769,0.32,0.6119,1
8.04,89.0,50.9,3,0,2,4,7,3,40.6,63.6,0,29.0,0.7516,0.28,0.4519,0
8.49,76.7,84.2,1,1,3,4,4,4,64.6,68.7,1,24.6,0.8268,0.5067,0.4738,1
7.41,63.5,81.9,0,1,0,1,5,5,47.7,44.1,1,70.2,0.734,0.2067,0.493,1
8.45,70.6,54.4,1,0,4,2,6,5,50.4,47.5,1,73.8,0.7349,0.32,0.5312,1
4.62,78.1,64.1,1,1,2,0,8,4,79.9,67.8,1,68.6,0.5866,0.2867,0.6397,0
8.95,69.0,65.1,0,0,2,1,5,4,75.2,54.5,3,77.2,0.7826,0.16,0.5355,1
7.61,65.6,53.0,0,0,2,1,7,2,40.1,73.1,2,78.0,0.677,0.16,0.4102,0
8.39,64.1,43.7,3,0,1,4,6,3,42.3,57.7,0,27.7,0.689,0.22,0.4269,0
5.86,76.1,59.3,0,1,1,2,5,8,72.0,20.0,1,73.0,0.6313,0.3067,0.686,1
6.29,67.7,63.4,0,1,0,0,7,4,32.2,55.5,2,57.0,0.642,0.1667,0.4666,0
7.36,66.6,49.3,1,1,1,5,4,5,84.2,47.8,0,89.2,0.6576,0.4267,0.5725,0
7.18,56.0,70.3,0,2,2,2,5,2,60.4,65.0,0,98.0,0.6747,0.5333,0.4113,1
7.51,72.9,83.1,1,1,2,0,5,10,47.6,61.7,4,51.5,0.7657,0.2867,0.6928,1
8.39,69.8,78.9,0,2,3,3,2,3,58.2,38.5,2,49.5,0.7916,0.6333,0.3546,1
5.26,68.1,66.4,0,0,2,2,7,2,82.5,57.9,3,48.1,0.5991,0.2,0.5375,0
8.27,74.4,44.1,0,1,1,1,6,4,20.0,63.7,2,56.3,0.7097,0.2667,0.4,1
7.21,81.0,77.3,4,1,2,0,5,3,76.5,62.1,2,59.2,0.7562,0.2867,0.4994,0
6.98,80.4,69.9,1,0,2,1,5,5,79.5,71.2,2,98.0,0.7246,0.16,0.5885,0
5.58,78.6,73.5,2,0,3,0,5,1,52.2,37.2,1,57.6,0.6595,0.18,0.3467,0
7.75,69.1,93.2,0,1,1,3,6,7,56.7,51.9,0,47.3,0.7934,0.3467,0.6301,1
4.54,65.2,57.3,1,0,4,1,5,6,60.5,20.0,0,55.2,0.5334,0.28,0.5714,0
7.91,59.5,40.0,0,0,3,1,4,4,71.2,74.6,1,40.2,0.6443,0.22,0.4936,1
5.56,64.9,54.3,1,1,3,4,4,1,44.9,56.6,0,24.8,0.5759,0.5067,0.2946,0
7.26,72.2,74.3,0,1,2,5,5,3,57.7,53.1,2,52.3,0.7293,0.4867,0.4432,1
7.07,62.6,68.4,1,0,2,3,3,5,56.2,52.8,1,97.0,0.6807,0.24,0.4586,0
8.49,73.2,52.2,0,0,4,3,6,2,70.2,63.2,4,71.0,0.7377,0.36,0.4707,1
7.0,60.4,49.5,0,2,4,4,4,2,100.0,72.7,1,46.4,0.6251,0.7333,0.5,1
6.44,52.1,63.4,1,3,3,3,3,7,44.8,50.0,1,61.3,0.6105,0.8,0.5044,1
6.64,81.8,51.8,0,1,3,1,10,5,59.4,62.0,0,98.0,0.6662,0.3867,0.6783,1
8.6,66.3,74.8,0,0,4,0,8,5,44.3,61.8,0,58.6,0.7827,0.24,0.5729,1
7.79,62.0,62.7,2,0,3,1,5,6,49.2,20.0,1,39.0,0.701,0.22,0.5376,0
6.78,58.9,59.8,0,0,1,1,7,4,38.6,43.0,0,56.2,0.6356,0.1,0.4859,0
6.94,77.1,58.1,1,1,2,1,7,4,30.5,62.4,2,66.6,0.685,0.3267,0.4614,0
5.48,88.5,71.4,2,1,2,1,5,5,79.3,76.0,0,62.5,0.6736,0.3267,0.5879,0
7.63,67.2,68.6,1,1,3,0,6,6,64.4,78.1,3,81.1,0.7207,0.3467,0.6132,1
5.26,69.4,70.6,0,0,2,2,5,5,59.7,34.2,1,56.8,0.6133,0.2,0.529,0
8.03,84.9,70.3,1,2,2,1,7,7,42.3,72.0,1,15.0,0.7894,0.4933,0.6168,1
7.34,50.3,67.1,0,0,5,1,7,5,56.7,72.6,4,63.5,0.6604,0.34,0.58,1
9.83,95.6,54.6,0,0,2,2,8,2,37.2,62.0,2,62.3,0.8667,0.2,0.4316,1
5.99,100.0,58.5,1,1,1,1,5,7,57.5,20.7,0,61.1,0.6958,0.2667,0.6025,0
7.09,45.0,62.9,3,1,3,1,9,4,64.0,45.9,1,39.7,0.624,0.3867,0.622,0
9.18,70.8,94.8,0,2,2,1,5,3,48.2,56.8,0,90.9,0.8731,0.4933,0.4147,1
8.51,63.4,50.5,0,1,1,2,9,6,44.4,51.0,1,35.4,0.7101,0.3067,0.6431,1
6.43,68.8,62.6,1,2,2,3,4,5,49.1,20.0,2,37.3,0.6501,0.5733,0.4674,1
7.45,67.0,69.3,0,0,4,0,3,2,72.7,50.6,3,50.9,0.713,0.24,0.388,0
7.2,81.7,64.1,1,0,1,3,9,6,61.6,39.2,0,78.9,0.7246,0.18,0.6949,0
7.51,70.6,82.0,0,0,2,3,6,8,29.1,65.0,0,79.7,0.757,0.24,0.5872,1
6.43,61.1,64.0,0,0,2,4,6,5,71.0,63.2,0,66.5,0.6342,0.28,0.5931,0
7.1,69.9,65.0,1,2,2,3,4,4,67.8,63.9,4,71.1,0.6923,0.5733,0.4833,1
5.44,78.2,78.6,4,0,2,2,3,1,61.4,48.7,4,31.6,0.664,0.2,0.3141,0
